"cc_saldo_atual","cc_saldo_medio","credit_card_limite","qtd_fin_imobiliario","qtd_mensal_cheques","qtd_pag_automovel","qtd_trans_atm","qtd_trans_kiosk","qtd_trans_teller","qtd_trans_web","retirada_mensal","valor_fin_imobiliario","valor_fundos_bancarios","classe_ltv","ltv","estado","estado_civil","idade","n_dependentes","profissao","proprietario_casa","proprietario_veiculo","regiao","salario","sexo","tem_filho","tem_seguro_imobiliario","tempo_cliente_anos","nome_sobrenome"
25,0,3500,1,3,1172,5,6,1,1500,54.94,5000,4500,"high",22084,"ca","married",26,5,"it staff",1,1,"west",87936,"f",1,1,5,"clemons_mariel"
59,0,1000,0,14,278,3,2,2,0,53.29,0,650,"medium",14655.5,"or","single",25,2,"programmer/developer",0,1,"west",60622,"m",0,1,2,"guevara_carmen"
10084,28829,4000,1,2,38963,4,1,4,12000,53.77,12000,11100,"very high",31500.75,"ny","married",43,1,"not specified",1,1,"northeast",74803,"f",0,0,1,"starr_cordelia"
25,0,700,1,6,923,3,1,2,700,53.23,700,500,"high",29101,"mi","married",66,3,"author",1,1,"midwest",68004,"m",0,0,3,"arthur_sonny"
89,0,1000,1,11,103,2,1,2,600,53.05,600,401,"medium",17901.25,"ca","single",23,3,"waiter/waitress",1,1,"west",60405,"m",1,0,3,"land_erich"
25,0,600,0,0,0,0,1,0,0,53.06,0,0,"medium",19990.5,"mn","single",37,0,"school teacher",0,0,"west",61162,"m",0,0,2,"cline_rosario"
25,0,1000,0,3,201,3,6,2,0,53.3,0,500,"low",13546,"ny","single",21,3,"programmer/developer",0,1,"northeast",63784,"m",0,1,3,"childs_tony"
25,0,1500,1,4,989,6,9,3,450,57.21,3000,950,"high",25008,"mi","divorced",54,1,"first-line manager",1,1,"midwest",64432,"f",1,1,1,"valentin_regine"
25,0,5000,1,1,4993,6,1,4,3000,58.5,10000,9000,"high",23886.25,"ms","married",48,1,"it staff",1,1,"south",62345,"f",1,1,1,"hinojosa_bronwyn"
25,0,1000,1,1,0,1,1,1,1000,53.07,1000,200,"high",24062.5,"ny","married",20,3,"prof-29",1,1,"northeast",66250,"m",0,0,3,"kent_brice"
105,0,1000,1,17,261,3,1,3,713,53.21,713,750,"high",23395.25,"ca","married",20,3,"prof-20",1,1,"west",63581,"m",0,1,3,"bird_loyd"
25,0,1000,1,3,213,3,1,3,250,53.26,250,750,"high",23273.25,"ca","single",22,3,"programmer/developer",1,1,"west",62293,"m",0,1,3,"gann_jamaal"
25,0,700,1,1,342,4,2,2,250,53.61,250,340,"high",24412.75,"ny","single",35,3,"programmer/developer",1,1,"northeast",61651,"m",0,1,3,"cash_armand"
25,0,1000,1,0,0,0,1,1,1900,53.06,1900,0,"high",27049.75,"ny","divorced",26,1,"technical writer",1,1,"northeast",63799,"f",0,0,1,"chance_fe"
25,0,1500,1,4,1210,4,0,1,350,53.7,2277,3550,"high",22903,"ny","divorced",34,1,"not specified",1,1,"northeast",58012,"m",1,1,4,"marino_warner"
25,0,1000,1,0,0,0,1,1,2500,53.06,2500,0,"high",27943.75,"ms","divorced",29,1,"it staff",1,1,"south",66175,"f",0,0,1,"stamper_salley"
25,0,1000,0,18,155,3,8,2,0,53.34,0,550,"low",8304.25,"wi","single",25,3,"programmer/developer",0,1,"midwest",61217,"m",1,1,3,"clifton_dick"
1367,0,2000,1,2,1375,2,1,1,3500,52.96,3500,2100,"high",27563.5,"ca","divorced",34,1,"cashier",1,1,"west",62654,"f",0,0,1,"matlock_meghann"
141,0,1000,1,12,152,1,3,2,1147,53.09,1147,251,"high",23859.25,"mi","married",24,3,"prof-51",1,1,"midwest",63837,"m",0,0,3,"stjohn_jeramy"
25,0,600,1,0,0,0,1,0,300,53.06,300,0,"high",24606.75,"wi","single",35,3,"prof-11",1,1,"midwest",62427,"m",0,0,3,"baez_christoper"
25,0,1000,1,5,0,2,1,0,300,53.05,300,0,"high",24010.5,"or","single",19,3,"waiter/waitress",1,1,"west",66442,"m",0,0,3,"zeigler_robin"
25,0,600,1,4,0,2,1,0,900,53.05,900,0,"medium",18830.25,"ny","married",34,3,"prof-31",1,1,"northeast",59721,"m",1,0,3,"scruggs_rodney"
25,0,1000,1,16,206,4,6,2,1000,53.63,1000,250,"high",24204.5,"dc","married",26,3,"first-line manager",1,1,"northeast",64418,"m",0,1,3,"leary_salvador"
25,0,2000,1,0,0,0,1,0,4000,53.06,4000,0,"high",25052.5,"ny","divorced",39,2,"prof-18",1,1,"northeast",56610,"m",0,0,2,"mcmanus_randolph"
25,0,1000,0,7,185,2,1,3,0,53.1,0,700,"low",6666,"wi","single",19,3,"programmer/developer",0,1,"midwest",57064,"m",1,0,3,"harris_marc"
25,0,1000,1,2,1193,5,1,1,600,53.96,4000,2000,"medium",18928.5,"fl","divorced",53,5,"prof-8",1,1,"south",64514,"m",1,1,5,"lankford_alfonso"
1149,0,1000,1,5,1967,5,3,2,1500,55.05,3570,5100,"high",23142.75,"wi","divorced",48,1,"dba",1,1,"midwest",59371,"f",1,1,1,"strange_leola"
25,0,1500,1,1,0,1,1,0,2000,53.08,2000,0,"high",26134.25,"ny","divorced",36,3,"prof-42",1,1,"northeast",68137,"m",0,0,3,"gates_gary"
25,0,1000,1,0,0,1,1,0,280,53.07,280,0,"high",26158,"ny","single",27,3,"prof-44",1,1,"northeast",71832,"m",0,0,3,"vang_elijah"
25,0,1000,1,11,234,1,1,2,300,53.07,300,500,"medium",17910.5,"ny","single",21,3,"veterinarian",1,1,"northeast",61242,"m",1,1,3,"elder_russell"
4226,0,2000,1,4,6226,4,8,1,1,53.4,3723,2601,"medium",19849.75,"ca","divorced",45,6,"cashier",1,1,"west",61399,"m",0,0,4,"baron_rodolfo"
25,0,1000,0,3,230,4,4,2,0,53.54,0,540,"low",13042.25,"ny","single",22,3,"programmer/developer",0,1,"northeast",61369,"m",0,1,3,"rivers_virgilio"
651,0,1000,1,7,663,2,4,0,1050,53.13,1050,0,"high",22773.5,"ny","married",36,1,"dentist",1,1,"northeast",62694,"m",1,0,1,"robles_dewitt"
25,0,600,1,13,154,4,2,2,700,53.4,700,450,"medium",19116.25,"mi","married",31,3,"it staff",1,1,"midwest",62065,"m",1,1,3,"hearn_boyce"
25,0,1500,1,1,2690,2,4,1,2500,43.91,2500,2700,"high",24210.5,"ny","divorced",43,4,"clerical",1,1,"northeast",63642,"f",0,0,4,"waterman_lauryn"
672,0,600,1,6,681,3,4,3,759,53.22,759,700,"high",25399.25,"ca","married",59,4,"veterinarian",1,1,"west",61997,"m",0,0,4,"darby_beau"
25,0,900,0,1,760,1,0,0,0,53.08,0,0,"low",0,"ca","single",0,0,"sales representative",0,1,"west",66523,"m",0,0,2,"poole_joesph"
25,0,1000,1,0,0,0,1,1,250,53.06,250,0,"high",25508.25,"ca","single",22,3,"programmer/developer",1,1,"west",71233,"m",0,0,3,"parham_tyrell"
333,0,1000,1,2,444,5,1,2,1000,54.39,1000,500,"medium",20669,"nv","married",20,1,"it staff",1,1,"southwest",60676,"m",1,1,1,"arellano_lyndon"
228,0,1500,1,11,243,1,1,2,1400,53.07,1400,501,"medium",16799.25,"mo","married",40,5,"cashier",1,1,"midwest",61197,"f",1,0,5,"buchanan_carley"
30,0,1000,0,5,0,2,1,3,0,53.12,0,750,"low",12865,"mo","single",22,3,"programmer/developer",0,0,"midwest",60660,"m",0,1,3,"cochran_rory"
25,0,1000,1,2,757,3,1,2,1020,53.22,1020,600,"high",22821.5,"ny","married",36,1,"it staff",1,1,"northeast",62886,"f",1,0,1,"nieto_vernon"
2642,0,900,2,3,3954,3,1,3,1000,53.34,1000,1750,"high",29753.25,"ca","married",33,4,"waiter/waitress",2,1,"west",69813,"f",1,0,4,"mcallister_ashlie"
3131,0,900,0,14,3138,3,5,0,0,53.24,0,0,"low",0,"ut","single",0,3,"prof-5",0,1,"southwest",64993,"m",0,0,3,"heath_jackie"
25,0,2500,1,0,0,0,5,0,2500,53.06,2500,0,"very high",30879,"ut","divorced",41,1,"software engineer",1,1,"southwest",73116,"m",0,0,1,"duncan_chance"
25,0,600,0,0,505,2,0,0,0,53.1,0,0,"medium",16495,"wa","single",49,0,"administrative assistant",0,1,"west",62380,"m",1,0,2,"stokes_otha"
25,0,2500,1,0,0,0,5,0,1400,53.06,1400,0,"very high",31596.75,"ut","married",46,1,"professor",1,1,"southwest",73987,"m",0,0,1,"knox_franklin"
25,0,1000,1,0,504,0,0,1,1800,53.06,1800,0,"high",27439.5,"mi","married",77,3,"author",1,1,"midwest",60958,"m",0,0,1,"dugan_florentino"
8342,0,900,0,6,9170,4,0,3,0,53.67,0,1293,"medium",15091.25,"ny","single",34,0,"truck driver",0,1,"northeast",62765,"m",1,0,2,"mattson_val"
25,0,700,1,3,323,3,4,3,800,53.35,800,1100,"high",22595.25,"dc","married",39,1,"waiter/waitress",1,1,"northeast",60781,"m",1,1,1,"brewster_carmine"
25,0,1000,1,10,853,5,2,1,750,54.25,3000,3850,"high",28348.25,"tx","divorced",39,1,"medical doctor",1,1,"southwest",63793,"f",0,1,1,"sewell_eleonor"
25,0,700,1,16,210,3,4,2,688,53.26,688,290,"high",28199.25,"ca","married",31,1,"cashier",1,1,"west",66397,"m",0,1,1,"bolton_stacey"
25,0,1000,1,2,435,4,4,3,418,53.68,418,750,"high",23733.5,"ny","single",23,3,"programmer/developer",1,1,"northeast",63734,"m",0,1,3,"cantrell_ivan"
25,0,1000,1,0,0,0,4,0,120,53.06,120,0,"high",24074.5,"ny","single",27,3,"nurse",1,1,"northeast",63498,"m",0,0,3,"myers_williams"
41,0,1000,0,5,0,3,2,2,0,53.19,0,500,"medium",14125,"ca","single",23,3,"programmer/developer",0,0,"west",65300,"m",0,1,3,"blevins_edwin"
25,0,3500,1,0,0,0,4,1,5000,53.06,5000,0,"medium",15780.75,"ny","married",33,5,"it staff",1,1,"northeast",59923,"f",1,0,5,"bryson_velvet"
25,0,600,2,6,158,2,4,2,500,53.11,500,500,"very high",30519.25,"mi","single",33,3,"truck driver",2,1,"midwest",66877,"m",1,0,3,"reese_javier"
25,0,900,1,2,1328,3,0,2,700,53.26,2200,1445,"medium",18213.25,"ut","divorced",30,5,"childcare worker",1,1,"southwest",70853,"f",1,0,5,"kruse_faye"
25,0,600,1,0,0,1,4,0,400,53.07,400,0,"high",27827.75,"ca","single",36,1,"prof-5",1,1,"west",62911,"m",0,0,1,"cordova_winston"
25,0,1000,0,3,134,2,3,2,0,53.15,0,500,"medium",14547.75,"il","single",21,3,"programmer/developer",0,1,"midwest",67791,"m",0,1,3,"helms_dion"
25,7357,1500,1,4,7939,5,4,1,300,54.32,3000,2400,"high",24787,"ny","divorced",35,3,"homemaker",1,1,"northeast",61148,"m",0,0,4,"burdick_tyler"
25,0,1000,1,0,0,0,4,0,437,53.06,437,0,"high",24313.25,"il","single",28,3,"prof-41",1,1,"midwest",64053,"m",0,0,3,"vargas_claudio"
283,0,1500,0,5,793,1,3,3,0,53.08,0,750,"low",10528,"ut","single",25,3,"programmer/developer",0,1,"southwest",70112,"m",1,0,3,"hinds_carmine"
23122,0,1500,1,2,23180,5,4,1,700,54.46,2500,2100,"high",29935.5,"mi","divorced",67,1,"author",1,1,"midwest",58942,"f",0,0,1,"bradford_rebeca"
4080,0,1000,1,2,4095,4,4,1,1000,53.83,1000,3000,"medium",18832.5,"ny","married",42,4,"clerical",1,1,"northeast",62530,"m",1,0,4,"fugate_miquel"
25,0,1500,1,2,0,5,4,1,2380,54.28,2380,0,"medium",17218.25,"ny","divorced",32,4,"prof-1",1,1,"northeast",60073,"f",1,0,4,"farrell_shay"
7634,6705,2500,0,2,14368,3,4,0,0,53.26,0,0,"medium",20935.5,"ca","single",38,1,"prof-46",0,1,"west",74542,"f",0,0,1,"sprague_misti"
25,38186,800,0,4,38208,5,5,4,3100,54.87,0,12500,"low",7915.25,"ny","single",41,4,"clerical",0,1,"northeast",59261,"m",1,0,4,"bergeron_leonard"
25,44258,1500,0,4,44737,4,5,1,0,53.65,0,1900,"low",7869.75,"ca","single",28,3,"programmer/developer",0,1,"west",58279,"m",1,0,3,"carver_donnell"
25,0,2500,1,0,0,0,5,3,2000,53.06,2000,1000,"very high",34910.25,"ca","divorced",49,1,"administrator",1,1,"west",86041,"f",0,0,1,"mohr_nellie"
11998,0,600,0,3,12812,4,5,4,2000,53.63,0,8500,"low",13519.25,"ny","single",42,1,"clerical",0,1,"northeast",63277,"m",1,0,1,"burton_calvin"
25,0,1000,1,5,237,3,5,3,550,53.35,550,750,"high",25438.5,"wi","single",22,3,"secretary",1,1,"midwest",70954,"m",0,1,3,"costa_duncan"
25,0,1500,1,2,0,0,5,0,176,53.06,176,0,"high",22416.5,"ut","single",17,3,"prof-17",1,1,"southwest",60866,"m",0,0,3,"velazquez_bert"
25,0,2500,1,4,184,2,5,2,1406,52.97,1406,500,"high",24819.75,"ut","married",26,1,"programmer/developer",1,1,"southwest",54879,"m",0,0,1,"swain_grant"
25,0,2500,1,0,0,0,4,0,951,53.06,951,0,"high",29492.75,"dc","married",39,1,"waiter/waitress",1,1,"northeast",68371,"m",0,0,1,"carver_harland"
159,0,1500,1,8,172,1,4,1,1000,53.08,1000,0,"high",26588,"ny","married",22,3,"sales representative",1,1,"northeast",75552,"m",0,0,3,"jefferson_rashad"
25,0,1500,0,0,505,0,4,0,0,53.06,0,0,"low",0,"mi","single",0,0,"medical doctor",0,1,"midwest",66119,"m",0,0,2,"matlock_alberto"
25,0,1500,0,0,0,0,4,0,0,53.06,0,0,"low",11932.25,"ny","single",22,3,"professor",0,0,"northeast",56929,"m",0,0,3,"silver_harlan"
25,0,1500,1,0,0,0,4,0,330,53.06,330,0,"high",24703.25,"ca","single",25,3,"prof-12",1,1,"west",66813,"m",0,0,3,"richmond_alden"
723,0,1500,0,6,1114,2,4,2,0,53.03,0,500,"low",11538,"ca","single",19,3,"programmer/developer",0,1,"west",56552,"m",0,0,3,"ouellette_elijah"
25,0,2500,1,15,188,1,4,2,800,53.07,800,650,"high",29177.25,"fl","married",32,3,"lab technician",1,1,"south",81909,"f",0,1,3,"cheney_florrie"
25,0,1500,1,2,0,0,5,2,960,53.06,960,250,"high",25248.25,"ut","married",22,1,"professor",1,1,"southwest",58193,"m",0,0,1,"yancey_mel"
25,0,1500,1,0,0,0,5,0,300,53.06,300,0,"high",23518.5,"ut","single",26,3,"technical writer",1,1,"southwest",61674,"m",0,0,3,"mckee_michel"
25,0,2500,1,4,0,2,5,2,1100,52.94,1100,250,"high",26641.75,"ut","married",37,1,"technical writer",1,1,"southwest",57767,"f",0,0,1,"merchant_elisabeth"
25,0,2500,1,0,0,0,5,0,1000,53.06,1000,0,"very high",31346,"ut","married",36,1,"first-line manager",1,1,"southwest",76984,"m",0,0,1,"jennings_everette"
25,0,900,1,3,1032,3,0,1,607,53.26,868,3007,"high",26152.25,"dc","married",53,0,"cashier",1,1,"northeast",59409,"m",1,1,2,"fry_santo"
860,0,500,1,5,2568,4,0,4,3000,53.75,6000,10200,"high",24457.25,"ca","widowed",69,2,"it staff",1,1,"west",62229,"f",1,1,2,"delgado_marybelle"
25,0,2500,1,9,0,3,5,0,2350,53.2,2350,0,"high",27437.75,"ut","divorced",33,4,"construction laborer",1,1,"southwest",80551,"f",0,0,4,"corey_arla"
25,0,1500,0,0,0,0,5,2,0,53.06,0,250,"low",11821.5,"ut","single",22,3,"programmer/developer",0,0,"southwest",56486,"m",0,0,3,"griggs_moises"
25,0,4000,1,12,0,3,5,0,5000,53.29,5000,0,"high",24859.25,"ut","married",34,1,"prof-3",1,1,"southwest",51837,"m",0,0,1,"dodge_lavern"
25,0,2500,1,1,0,0,5,0,250,53.06,250,0,"high",23527,"ut","single",41,4,"prof-28",1,1,"southwest",61708,"m",0,0,4,"sherrill_gerardo"
25,0,1500,1,4,0,2,5,0,850,53.01,850,0,"high",22366,"ut","married",19,3,"mason",1,1,"southwest",59864,"m",0,0,3,"snodgrass_ray"
25,0,2500,1,3,135,4,5,3,400,53.84,2500,1200,"high",26272.5,"ut","divorced",35,5,"programmer/developer",1,1,"southwest",81090,"f",0,1,5,"weaver_vivien"
25,0,1000,1,0,505,0,0,3,2650,53.06,2650,1800,"very high",32777.75,"ny","divorced",51,0,"fireman",1,1,"northeast",66711,"m",0,0,2,"alford_ruben"
25,0,1100,1,4,2220,6,0,1,2200,55.55,3000,6500,"high",26667.75,"ca","divorced",74,1,"prof-56",1,1,"west",63071,"f",1,1,1,"burks_keshia"
25,0,2200,1,3,653,2,0,1,1900,53.03,1900,0,"very high",32677.5,"mi","divorced",54,1,"prof-19",1,1,"midwest",75110,"f",0,0,1,"villarreal_valerie"
4451,0,500,0,4,4963,4,0,1,552,53.43,0,2452,"medium",14240.75,"ca","single",32,0,"prof-48",0,1,"west",60163,"m",1,0,2,"guerra_dudley"
25,0,5000,2,18,1075,4,0,4,1500,53.57,7000,9850,"very high",39312.5,"ca","widowed",70,1,"it staff",2,1,"west",75250,"f",1,0,1,"corey_kristan"
160,0,700,1,1,668,4,0,2,700,53.43,700,501,"high",25797,"fl","married",50,3,"first-line manager",1,1,"south",59188,"m",0,0,4,"macdonald_cecil"
25,0,2000,1,4,5124,5,4,1,500,54.6,3330,4700,"medium",19892,"ny","divorced",30,3,"veterinarian",1,1,"northeast",65568,"m",1,1,3,"conrad_tory"
276,0,1500,1,4,917,4,3,1,600,53.55,2500,4000,"high",26945.5,"mi","divorced",57,1,"it staff",1,1,"midwest",70982,"f",1,0,1,"mccord_illa"
174,0,500,1,1,683,1,0,3,2430,53.09,2430,1201,"medium",21768.75,"ny","divorced",76,4,"author",1,1,"northeast",60675,"f",1,0,4,"blair_dan"
25,0,900,1,9,2006,4,2,4,5000,53.83,5000,9200,"high",25513.75,"ny","widowed",72,1,"author",1,1,"northeast",59255,"m",1,0,1,"wiley_alvaro"
25,0,500,1,1,502,1,2,3,1200,53.07,1200,750,"very high",30338.75,"ca","married",63,1,"waiter/waitress",1,1,"west",62155,"f",0,0,1,"pena_sabine"
13125,0,1800,1,3,46108,5,2,4,4000,54.35,5000,24000,"high",22526.5,"il","widowed",49,1,"clerical",1,1,"midwest",56506,"f",1,0,1,"fischer_anastasia"
7348,0,900,1,4,9120,5,9,4,3000,54.36,3000,3800,"medium",20492.75,"ny","divorced",36,3,"prof-16",1,1,"northeast",65571,"m",1,1,3,"mcnamara_scot"
25,0,900,0,1,605,1,0,0,0,53.07,0,0,"medium",15426.25,"ny","single",32,0,"bank teller",0,1,"northeast",64905,"m",1,0,2,"hightower_jackie"
36,0,500,1,14,1261,5,2,1,975,54.23,2500,3862,"high",29960,"ca","divorced",58,1,"prof-15",1,1,"west",62640,"f",0,1,1,"mays_marilee"
25,0,1500,0,0,510,0,2,0,0,53.06,0,0,"low",0,"ut","single",0,0,"nurse",0,1,"southwest",68755,"m",0,0,2,"logan_neil"
25,0,1500,1,1,966,2,2,4,2800,53.11,2800,5500,"medium",21885.75,"dc","divorced",49,3,"cashier",1,1,"northeast",65943,"m",1,0,3,"donahue_nathaniel"
25,0,1300,1,3,2914,5,2,2,3500,54.25,10000,19500,"high",24688,"ca","widowed",50,3,"not specified",1,1,"west",74752,"f",1,0,4,"shoemaker_isela"
25,49216,1500,0,12,49721,5,2,1,0,55.45,0,0,"medium",19632,"ny","single",66,0,"author",0,1,"northeast",68128,"m",1,0,2,"braswell_morgan"
25,0,500,1,9,1227,5,2,1,6500,54.17,6500,0,"high",23328,"ny","married",36,1,"not specified",1,1,"northeast",64912,"f",1,0,1,"bass_felipa"
5824,0,5000,1,2,7784,2,2,4,6000,52.91,6000,4001,"medium",17453.75,"ca","widowed",56,6,"it staff",1,1,"west",67415,"f",1,0,4,"begay_delora"
25,0,900,1,12,2044,5,2,1,1000,54.7,2055,3850,"high",25150.5,"nc","divorced",58,1,"publisher",1,1,"south",63402,"f",1,1,1,"higginbotham_ada"
25,0,1500,1,1,532,6,2,1,6755,55.53,6755,0,"high",23985.5,"ak","married",37,5,"medical doctor",1,1,"west",71142,"m",0,0,5,"weeks_willard"
25,0,1500,1,1,549,1,2,1,2000,53.07,2000,0,"very high",30900.5,"ny","divorced",29,0,"prof-3",1,1,"northeast",68002,"m",0,0,2,"sylvester_earl"
221,0,4000,1,12,989,3,1,1,4000,53.24,4000,3900,"low",0,"mi","divorced",0,6,"prof-62",1,1,"midwest",87333,"f",1,0,4,"flanagan_karina"
25,0,500,1,3,890,2,1,2,1500,53.11,1500,0,"high",23077.25,"ny","married",53,2,"bank teller",1,1,"northeast",63109,"f",1,0,2,"hamilton_melany"
25,0,800,1,6,1991,3,2,1,2500,53.25,2500,0,"medium",15318.25,"ca","divorced",66,6,"accountant",1,1,"west",58873,"m",1,0,2,"brand_erasmo"
25,0,900,1,4,772,4,2,3,1000,53.64,1000,850,"high",24100,"ny","married",26,3,"prof-20",1,1,"northeast",64000,"m",0,1,3,"atwood_jamal"
25,0,1500,1,3,2312,5,1,1,1000,55.08,1500,3070,"high",27160.5,"nv","married",55,1,"waiter/waitress",1,1,"southwest",72642,"f",1,1,1,"hand_reba"
25,0,500,1,14,2693,5,8,3,1000,54.6,3000,4800,"high",23127.75,"ny","divorced",29,1,"it staff",1,1,"northeast",66911,"m",1,1,1,"wade_abe"
25,0,900,0,0,919,0,2,0,0,53.06,0,0,"medium",21361,"co","single",41,0,"prof-24",0,1,"west",65044,"m",0,0,2,"shook_cleo"
25,0,500,1,3,1787,5,2,1,550,54.67,3500,1950,"medium",18410.25,"oh","divorced",36,4,"truck driver",1,1,"midwest",63241,"m",1,1,4,"dolan_waldo"
25,0,2500,0,0,598,0,0,0,0,53.06,0,0,"high",27065.25,"mi","single",77,0,"nurse",0,1,"midwest",73461,"m",0,0,2,"barrios_enrique"
25,0,500,0,0,542,2,0,0,0,53.04,0,0,"medium",20432,"mi","single",32,0,"administrative assistant",0,1,"midwest",64928,"m",0,0,2,"benson_millard"
4992,0,1500,1,18,6032,2,2,6,400,53.13,700,1600,"medium",20637,"ny","married",44,3,"dentist",1,1,"northeast",62948,"m",1,0,3,"chaney_kieth"
6178,0,900,1,10,6692,3,2,0,255,53.38,255,0,"high",25902.75,"ny","single",29,0,"sales representative",1,1,"northeast",68011,"m",1,0,2,"sullivan_otto"
25,0,500,0,0,506,0,2,0,0,53.06,0,0,"medium",19151.75,"ny","single",27,0,"prof-57",0,1,"northeast",61807,"m",0,0,2,"mixon_domenic"
98,344,900,1,2,1648,5,0,3,3700,54.39,3700,4200,"medium",21502,"ny","divorced",33,1,"veterinarian",1,1,"northeast",58808,"m",1,1,1,"maguire_aurelio"
56,0,900,1,0,563,0,2,1,3000,53.06,3000,0,"medium",20777.25,"ny","divorced",27,1,"prof-5",1,1,"northeast",58309,"f",1,0,1,"matthews_terina"
96,0,800,1,3,679,2,2,1,1000,53.02,1000,800,"very high",31171.75,"mi","married",53,1,"lab technician",1,1,"midwest",69487,"f",0,1,1,"hull_maisha"
188,0,500,1,6,878,4,4,1,500,53.83,3000,2400,"high",22691.5,"ny","divorced",30,1,"prof-35",1,1,"northeast",64766,"f",1,0,1,"holt_lisbeth"
287,0,3000,1,2,5126,6,2,4,1500,57.32,5000,7500,"high",24485.75,"ny","married",41,1,"it staff",1,1,"northeast",67543,"f",1,1,1,"horton_ernestine"
786,0,900,0,1,1293,1,2,4,1430,53.08,0,6680,"high",23046.25,"ny","single",61,0,"author",0,1,"northeast",63785,"m",0,0,2,"mcghee_henry"
997,0,1000,1,3,8268,6,2,3,1,56.21,10000,16201,"medium",18465,"ny","married",32,5,"clerical",1,1,"northeast",71060,"m",1,1,5,"carlton_darrell"
25,0,900,0,0,506,0,2,1,0,53.06,0,0,"medium",18722.5,"ny","single",31,0,"prof-24",0,1,"northeast",58490,"m",0,0,2,"stevens_domingo"
25,43787,900,1,4,55686,6,0,4,1,56.39,500,2201,"very high",33104.5,"ny","single",83,1,"author",1,1,"northeast",65218,"m",0,0,1,"levin_fredric"
141,0,1300,0,1,645,2,2,1,0,53.1,0,0,"medium",16120.25,"ms","single",47,0,"first-line manager",0,1,"south",61681,"m",1,0,2,"santiago_alfonso"
25,0,1000,1,2,807,4,2,1,522,53.48,1000,1972,"high",26528.75,"ca","married",39,3,"waiter/waitress",1,1,"west",68515,"m",0,1,3,"webster_dirk"
25,0,900,0,0,506,3,2,0,0,53.34,0,0,"high",22931,"mi","single",42,0,"not specified",0,1,"midwest",68924,"m",0,0,3,"townsend_danilo"
25,0,1000,0,0,506,0,2,0,0,53.06,0,0,"medium",14460.5,"ny","single",25,0,"prof-36",0,1,"northeast",63842,"m",1,0,2,"tidwell_willis"
43,0,900,1,8,3241,3,2,1,3000,53.25,3000,0,"medium",17774.75,"ny","divorced",25,3,"programmer/developer",1,1,"northeast",59099,"m",1,0,3,"brooks_columbus"
25,0,2000,1,2,1046,5,0,1,1000,54.99,3500,3100,"medium",21224.75,"ca","divorced",29,5,"veterinarian",1,1,"west",63299,"f",0,1,5,"driscoll_barbar"
3298,0,1000,1,3,3822,3,2,4,1500,53.19,2000,5100,"high",29254.5,"mo","divorced",44,1,"cashier",1,1,"midwest",65418,"f",0,0,1,"helm_becki"
3860,0,900,1,2,4375,6,3,6,20000,55.69,20000,13000,"high",22332.5,"ny","other",46,3,"it staff",1,1,"northeast",66930,"f",1,0,4,"pierce_mora"
20055,0,800,1,10,20719,5,2,2,1900,54.11,2214,5200,"high",27919.25,"ca","divorced",48,0,"nurse",1,1,"west",68477,"m",1,0,2,"otto_jude"
25,41148,900,0,11,41670,6,2,1,1500,55.5,0,4650,"medium",19153.5,"or","single",51,0,"not specified",0,1,"west",68214,"m",1,0,4,"grimm_leland"
25,0,500,1,12,180,3,3,2,500,53.37,500,500,"high",23162.75,"ny","single",25,3,"programmer/developer",1,1,"northeast",60651,"m",0,1,3,"overton_nicky"
25,0,500,0,1,2400,1,2,0,0,53.09,0,0,"medium",15868.75,"co","single",46,0,"administrative assistant",0,1,"west",61075,"m",1,0,2,"levy_virgilio"
25,0,1000,1,2,5765,6,1,5,4000,58.59,5000,17700,"high",24000.5,"wa","widowed",51,1,"prof-59",1,1,"west",61602,"f",1,1,1,"akers_una"
147,0,1500,1,3,3706,6,2,1,800,56.33,2000,4600,"high",27652.75,"ny","divorced",52,1,"author",1,1,"northeast",75811,"f",1,1,1,"cramer_holley"
25,0,1400,1,1,8657,7,1,1,4300,62.72,7000,20800,"high",28969,"mi","married",45,1,"law enforcement officer",1,1,"midwest",63876,"f",0,1,1,"conrad_yon"
13334,5378,1400,1,11,19225,5,2,6,1500,54.23,3070,7300,"high",26336,"ca","divorced",49,1,"cashier",1,1,"west",71744,"f",1,0,1,"baer_laurence"
2420,963,1000,0,4,4276,2,2,3,506,53.15,0,1156,"medium",19941,"ny","single",27,0,"sales representative",0,1,"northeast",64964,"m",0,0,2,"beal_alex"
25,0,900,1,16,2077,5,2,4,850,55.02,4000,5250,"medium",18149.5,"mi","divorced",44,5,"prof-14",1,1,"midwest",64998,"f",1,1,5,"oakes_lorelei"
25,0,500,1,3,534,2,1,1,1700,53.1,1700,0,"high",24685.25,"ca","married",55,1,"prof-30",1,1,"west",62741,"f",1,0,1,"ramos_ute"
1185,0,900,0,1,1693,3,2,6,5000,53.18,0,28300,"low",0,"ca","single",0,0,"administrative assistant",0,1,"west",67082,"m",0,0,2,"hillman_rusty"
25,0,1000,0,0,504,0,2,0,0,53.06,0,0,"low",0,"ny","single",0,0,"sales representative",0,1,"northeast",60037,"m",0,0,2,"moseley_augustus"
25,0,900,0,0,0,0,2,0,0,53.06,0,0,"medium",19066.25,"ny","single",33,0,"prof-57",0,0,"northeast",59065,"m",0,0,2,"friedman_german"
